OBJECTID,name,introduction,difficulty,completionTime,hasAlerts,introductionThumbnail,walkingAndTrampingWebPage,dateLoadedToGIS,SHAPE_Length
172893,Orokonui lagoon walk,Walk around the Orokonui lagoon through native bush and view the natural wetland providing habitat for native fish and foraging birds.,Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/1f05ff9925cb4f4db3c1cebee2a99be7.jpg,https://www.doc.govt.nz/link/d2057971a54743ecb536fa29050133de.aspx,2021/05/05 13:43:38+00,1112.90284348775
172894,Oromahoe Traverse,"This track follows a ridgeline through regenerating hardwood/podocarp forest, linking Oromahoe Road with School Road, near Paihia.",Intermediate,2 hr 30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/24df2026608146ee882b3dc86ee84188.aspx,2021/05/05 13:43:38+00,5209.44675842856
172895,Ōrongorongo Track,"This popular, easy walk passes through different forest types and has swimming holes at the end of the track - it's ideal for families.",Easy,2 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/a802698cf29645cbba89d91fb21c9215.jpg,https://www.doc.govt.nz/link/2fc3cc384d014eb08a2f57968bfecc58.aspx,2021/05/05 13:43:38+00,4777.00397560818
172896,Oruatua walks,"At the mouth of the Tauranga-Taupō River in the small village of Oruatua, there are two easy walking tracks to enjoy the river, the native bush of the reserves and the expansive lake views.",Easy,30 - 50 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/8daae8f2aaf0493188369c401d72df49.jpg,https://www.doc.govt.nz/link/7599eaceb4b045c3ab590bdc620b5b91.aspx,2021/05/05 13:43:38+00,2249.2522648238
172897,Otago Central Rail Trail,Pedalling Otago’s rural heart. The famous Rail Trail takes you through traditional country towns and sheep-farming land farmed by families for many generations. ,Easy,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/0db199cb87d941e299233bee910e2678.aspx,https://www.doc.govt.nz/link/6246caac2b0d4fee87c77e0ecaeb2440.aspx,2021/05/05 13:43:38+00,37035.9686636665
172898,Otaika Valley Walk ,The Otaika Valley Walk offers you a variety of landscapes including farmland and native forest. ,Easy,2-3 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b8768fec7692407d999c2e64edd58e90.jpg,https://www.doc.govt.nz/link/b3095ad3b90e471b851df4869fc227bd.aspx,2021/05/05 13:43:38+00,4595.58028508979
172899,Ōtaki Forks short walks,These easy walks are great for kids - there's a campground and hut nearby to stay at too.,Easy,40 min – 2 hr depending on route,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f9f1df840a69443e9017535e5d129e5a.jpg,https://www.doc.govt.nz/link/329b5430b7e740b0ae428140ced658da.aspx,2021/05/05 13:43:38+00,7822.66532636836
172900,Ōtamahua/Quail Island tracks,The beautiful and pest free Ōtamahua is home to historic sites such as the ship’s graveyard and the quarantine barracks. It has swimming and waterskiing beaches and a bird-watching barricade.,"Easiest, Easy",2 hr 30 min for complete island circuit,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/4059ef5dba404c5fa24e9e549eef131b.aspx,https://www.doc.govt.nz/link/c7e808c1b88748b188645f0cf6d5a40b.aspx,2021/05/05 13:43:38+00,5922.65055567663
172901,Otanewainuku walking tracks,Explore Otanewainuku Forest on these short walks - there's an easier option for families with children.,Easy,Various times under 2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c7002bf176034c1787880d63f3a774df.jpg,https://www.doc.govt.nz/link/1babf184dd6c412da91439b5ef2d53ea.aspx,2021/05/05 13:43:38+00,6838.89200916968
172902,Otatara Pā Historic Reserve Walk,"This short, easy walk through Otatara Pā has archaeological features from one of the largest and most ancient Māori pā sites, as well as commanding views of the coastline - it's a good option for kids.",Easiest,45 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/1e2dc98ac50a4b268af1a09b4c30f9c4.jpg,https://www.doc.govt.nz/link/a62dfda4f7154127881d664f53f12a4c.aspx,2021/05/05 13:43:38+00,1816.32052571951
172903,Otawa Reservoir Track,A well defined track leads to a small clearing beside Te Puke's original water source.,Advanced,15 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/b20fab4b413d435198c6813a691c2a11.aspx,2021/05/05 13:43:40+00,15962.1191205472
172904,Otawa Trig Track,Enjoy a walk through attractive lowland forest dominated by tawa and rewarewa.,Advanced,4 hours return,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/768e09dfa4e84d5b9fd4545eaf381b4c.aspx,2021/05/05 13:43:40+00,15962.1191205472
172905,Otoko Walkway,The Otoko Walkway is 50 km north-west of Gisborne. The track traverses 5 km of the old Gisborne/Moutohora railway line.,Easy,2 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/9087f798cd27480da12be67956a07c60.jpg,https://www.doc.govt.nz/link/ed28e66d98594088a33c8c8606952829.aspx,2021/05/05 13:43:40+00,6927.60253838818
172906,Ōtukaikino Walk,"This short, easy track loops around a wetland. It has with interpretation panels as well to learn about the location.",Easiest,30  min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/a351392e916f4c419300ab03558d1102.aspx,https://www.doc.govt.nz/link/6ce9d9266d4d4c61bd05d48e7e77f8e1.aspx,2021/05/05 13:43:40+00,1228.84375608918
172907,Outram Glen to Lee Stream Walk,A very pleasant forested walking track that follows the Taieri River round to the confluence of Lee Stream with the river.,Easy,3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/299ba1c6cfa2475989053f0bf489c973.jpg,https://www.doc.govt.nz/link/d3fb2158f98749c4badaed49462d3e01.aspx,2021/05/05 13:43:40+00,1543.63291691806
172908,Oxenbridge Tunnel Track,A short easy walk to a viewpoint that overlooks the historic Oxenbridge Tunnel river diversion and an old steam engine.,Easy,20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/fd6ba8b7395c41689d7a8769e6cf7484.jpg,https://www.doc.govt.nz/link/5e50256c0e4f4bcca3fb6e17992e2292.aspx,2021/05/05 13:43:41+00,587.950289331241
172909,Pā Road Walk,The short Pā Road Walk links Pā Road to the Kerikeri Basin.,Easiest,5 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7ff94fafba3b48c8875c1e44f2fdc0f8.jpg,https://www.doc.govt.nz/link/b2fc82816be5431bb3ca7ccf9f96529b.aspx,2021/05/05 13:43:41+00,851.981730649686
172910,Paengaroa Scenic Reserve Walk,Take a short stroll to a picnic spot in this reserve renowned for its unique and rare and endangered flora.,Easiest,10 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c7959f91cd644686b8254cc303f12f4b.jpg,https://www.doc.govt.nz/link/dbba3d770c284b229c45fae6d1eab044.aspx,2021/05/05 13:43:41+00,116.099977417362
172911,Paihia School Road Track,"A pleasant walk through regenerating forest to a lookout that offers stunning views over Waitangi, the Bay of Islands and Russell.",Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/206b1aadedb445509e138149128fb153.jpg,https://www.doc.govt.nz/link/a475d1f271f7460d9e5762768ea251fa.aspx,2021/05/05 13:43:41+00,1334.79035284153
172912,Pakihi Track,The Pakihi Track is a stunning 20 km journey through lush Eastland forest. ,Intermediate,6 - 7 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/a820c33b52de4a648e700de27fd3cf66.jpg,https://www.doc.govt.nz/link/5e35468834644d9c8ba3a49ecc02a95e.aspx,2021/05/05 13:43:41+00,18298.4300315779
172913,Pakihi Walk,Pakihi Walk climbs through kamahi and rimu forest to a platform lookout.,Easiest,30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/6c89499c310c49f6aa7d8ea40041f378.aspx,2021/05/05 13:43:41+00,487.723217249687
172914,Pakotai Track ,Take a short walk to a magnificant mature kauri.,Easy,10 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/394b058025e7467595a6e1bb713cb284.aspx,2021/05/05 13:43:41+00,81.6902574298345
172915,Punakaiki Pancake Rocks and Blowholes Walk,"Explore a limestone landscape of pancake-shaped rock formations, blowholes and surge pools on this short, paved walk that's great for children. ","Easiest, Easy",20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b6df6a1229a54f49a286fbf2d5cb9ec7.jpg,https://www.doc.govt.nz/link/1c49372bd3584510a6689690e8a88d47.aspx,2021/05/05 13:43:41+00,976.778298570491
172916,Pandora to Tapotupotu Bay,This 9 km walk between Pandora and Tapotupotu Bay mainly follows old farm tracks until you reach idyllic Tapotupotu Bay.,Easy,5 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/4a91d3c0edfc4f1485eda2552fdbb71c.jpg,https://www.doc.govt.nz/link/e4a50c679cb746aabcb40c5206f3da26.aspx,2021/05/05 13:43:41+00,17562.7011994025
172917,Papa Aroha Walk,Walk through coastal forest to an attractive beach.,Easiest,40 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ec75361cab5c41bea04d7345f935b2f7.jpg,https://www.doc.govt.nz/link/920e243f41414b27a5e75a8abfcb9229.aspx,2021/05/05 13:43:41+00,484.78346726199
172918,Papaitonga Scenic Reserve walks,"Take a short, easy walk around a dune lake with some great spots to enjoy views and look for and listen to birds – it's a good option for kids.",Easiest,10 min | 20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/4aabb21a28b546efb50c41f6f836b35f.jpg,https://www.doc.govt.nz/link/b9223218c27a4b10abf61c0087e52e3b.aspx,2021/05/05 13:43:41+00,1172.458712462
172919,Papatahi Crossing,Fit and experienced trampers can cross the Remutaka Range via Papatahi (902 m) from mid-Orongorongo valley to the Wairarapa side of the Remutaka Forest Park.,Advanced,12 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/bd224b76d67f47b5990f51f8d29a7aec.jpg,https://www.doc.govt.nz/link/b09459afa4a540a6a4d377e8c3b7b8a1.aspx,2021/05/05 13:43:43+00,20517.9331955178
172920,Papatowai walks,Explore the coastal area around Papatowai - where forest meets sea.,Easy,40 min - 1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/eb52b7322add41a284ae7c65c197b592.jpg,https://www.doc.govt.nz/link/7f205cfb3cba4c17ba1891c8fd7ae2cc.aspx,2021/05/05 13:43:43+00,3644.5020564887
172921,Parapara Peak,"The track to the summit of Parapara Peak (1249 m) is steep and difficult, and requires fitness and experience.",Expert,5 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/fe349fc874304484b7182d9751986fc0.jpg,https://www.doc.govt.nz/link/f5f738fe69a44246aaee7ea3c819be6d.aspx,2021/05/05 13:43:43+00,7930.13503720001
172922,Parata Tramping Track,"The Parata Tramping Track is generally well-formed but has some sections that may be rough, muddy or steep. We recommend a moderate level of fitness is and light tramping/hiking boots.",Intermediate,1 – 2 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/bf6a8c6c89c6444ea85c04b4291c01a0.aspx,https://www.doc.govt.nz/link/c22cdf35670046d3b50345f1c435751b.aspx,2021/05/05 13:43:43+00,1520.70402740632
172923,Pass Creek Track,This difficult tramping track leads from the Hollyford Road up to Lake Howden on the Routeburn Track.,Advanced,4 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/581297885f93452d8992ab3fc20d2e64.jpg,https://www.doc.govt.nz/link/22f0a1fc50554236b4fd009c770ee3a7.aspx,2021/05/05 13:43:44+00,2558.6002171977
172924,Pataua Island Track,Pataua Island Track is a short access track that skirts the Pataua Estuary and leads you to a lovely beach.  ,Easiest,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/0c954a12fa2a463bb598e3f104ab7653.jpg,https://www.doc.govt.nz/link/dd5c7ab713274dbc9b6ce98b076f37da.aspx,2021/05/05 13:43:44+00,492.404964890303
172925,Pavilion Peak Track,This track traverses a range in the Lindis Conservation Area. ,Advanced,8 - 10 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/540bb0a206ce47da848e73d99e18b000.jpg,https://www.doc.govt.nz/link/0a80a78ae1fc46248a446ab70c4b98ac.aspx,2021/05/05 13:43:44+00,17401.6299950155
172926,Paines Ford Tramline Track,Walk to some excellent swimming holes on a track that follows an old tramline.,Easy,30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ea17dd7804a64af1a561d568994be83e.jpg,https://www.doc.govt.nz/link/fb8e9259eff74f31ac54c34a6200dc44.aspx,2021/05/05 13:43:44+00,1929.81501430359
172927,Peach Cove Track,The 3-hour return walk along the Peach Cove Track requires skill and a reasonable level of fitness. The track has several steep climbs before it drops down to Peach Cove’s sandy beach.,Easy,3 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/edd7509a8245498ebb63e40c3365aa14.jpg,https://www.doc.govt.nz/link/8206d20120bd49f987c487581f969eaf.aspx,2021/05/05 13:43:44+00,2846.40255270178
172928,Peak Hill Route,The climb to the top of Peak Hill rewards walkers with sweeping views of Lake Coleridge and its surrounds. The walk is extremely exposed to the weather and walkers should be well equipped.,Expert,3 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/49a8b9a38f54479e9455f431a8f63002.aspx,https://www.doc.govt.nz/link/3ba70eb6f6dc46bdb8b2e62128bcf593.aspx,2021/05/05 13:43:44+00,3006.77389432097
172929,Pearl Flat to head of the valley,This track climbs through beech forest crossing swingbridges to bring you to the head of the Matukituki Valley.,Advanced,11-12 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f65ef7cb0c314abf804bc70dc7678985.jpg,https://www.doc.govt.nz/link/4889dfd450eb41c58974fcfbce684541.aspx,2021/05/05 13:43:45+00,15371.6300714806
172930,Pearl Harbour return via Circle Track,"This tramping track takes you on a pleasant, half-day walk through beech forest near Manapouri, to a hill viewpoint overlooking the lake.",Advanced,3 - 3.5 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/cb7f07f66ac140e2ae949c352c7d6ecf.jpg,https://www.doc.govt.nz/link/b349db6abb46418f892a87e33c3bae40.aspx,2021/05/05 13:43:45+00,6859.12430482968
172931,Pearl Harbour to Back Valley Hut Track,"A tramping track leading through beech forest to Back Valley Hut near Manapouri, with a side trip option to peaceful Lake Rakatu.",Advanced,4-5 hr return to hut,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d575fd0d2b814e548a18b9b69ed44628.jpg,https://www.doc.govt.nz/link/40c0a033245b41a9a7f6652470b9e6aa.aspx,2021/05/05 13:43:45+00,22544.3901942831
172932,Pearl Harbour to Hope Arm Track,"The track leads through beech forest to a very pleasant bay on Lake Manapouri, with a great swimming spot and hut.",Advanced,4-6 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ced814de530043b79c90ee973ee1c05c.jpg,https://www.doc.govt.nz/link/f8b127aa9a594ff4a5c6969c9a6d9439.aspx,2021/05/05 13:43:45+00,26951.9925064944
172933,Pelorus Bridge Scenic Reserve walking tracks,"Enjoy beautiful forest and river scenery on one of several walks - there are short, easy options for kids and a river for them to swim in too.","Easiest, Advanced",Various from 5 min - 4 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/1bbd3701e86a4501a04e4ea627b2ba21.jpg,https://www.doc.govt.nz/link/4e392f67aace4f86b976d90143f90a41.aspx,2021/05/05 13:43:46+00,3735.11466586218
172934,Peninsula Loop Walk ,The Loop Walk around the headland provides a little of everything that Mimiwhangata has to offer.,Easy,1 hr 30 min - 2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b0d486d5538d4b16b625eb608f5477ba.jpg,https://www.doc.govt.nz/link/3e32b57b52e84de9b65da28e6f4b9cfa.aspx,2021/05/05 13:43:46+00,4851.03741718317
172935,Piano Flat & Waikaia Forest tramping tracks,"Waikaia Forest is a large island of beech forest, nestled in the mountain farmlands of northern Southland. Piano Flat, a grassy enclosure at the southern end, provides a picnic area, camping ground and several walking tracks. ",Advanced,Various: 30 min - 7 hr ,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/59c36daca24e44ac81e82feac81be874.jpg,https://www.doc.govt.nz/link/a1d451e2a0ec40c9b47d58ad00e88217.aspx,2021/05/05 13:43:46+00,16012.5874250527
172936,Picnic Gully track,This family-friendly track starts near Taieri Mouth. ,Easiest,45 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/bd269fe14dbc4ccfa5a29692eb6882c9.jpg,https://www.doc.govt.nz/link/fbac03e649964c049e7c9a348f6c60bc.aspx,2021/05/05 13:43:46+00,650.364046977437
172937,Pinchgut Track,Follow the Okuku River to Pinchgut Hut.,Advanced,3 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/06e34b84686d4940a4c5c94b0d4cbfbe.aspx,2021/05/05 13:43:46+00,5697.87251729447
172938,Pinnacles Track,Walk to the spectacular Putangirua Pinnacles or further for excellent views of Palliser Bay and Lake Onoke – the shorter options are suitable for kids.,Easy,2 – 4 hr return depending on route,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/cad72b6be5af45fe95de43f86a9d2a7b.jpg,https://www.doc.govt.nz/link/e20e8b2cb46243118403b21056fe223d.aspx,2021/05/05 13:43:46+00,1193.43929329763
172939,Piripiri Cave Walk,Walk to a cave entrance with a viewing platform.,Easiest,5 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/32efeb8199aa4cf78763d473c41819c6.jpg,https://www.doc.govt.nz/link/d235659711ef489897bd1b500a93b8c8.aspx,2021/05/05 13:43:46+00,151.515708225468
172940,Piroa Falls Track,Follow a 200 m track across the Ahuroa River and on to the picturesque Piroa Falls.,Easy,5 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/5c482207d0c8432b9dd0994bb209a232.jpg,https://www.doc.govt.nz/link/d9ecde18fb794d39b5dbcd4e05a6a004.aspx,2021/05/05 13:43:46+00,139.071821352806
172941,Pirongia summit via Bell & Tahuanui Tracks,Combine these tracks for an overnight circuit to Pahautea Hut and Mount Pirongia.,Advanced,1 - 2 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/2a1c5a55054a48f9917f80f3a9581f07.aspx,2021/05/05 13:43:46+00,22239.8100363248
172942,Pirongia summit via Hihikiwi Track,Take the shortest track to Pahautea Hut and Pirongia summit.,Advanced,4 - 6 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/5efda2053186443d941e59ac1115250d.jpg,https://www.doc.govt.nz/link/102f1364e50c406e814cd4266b5ad2c1.aspx,2021/05/05 13:43:48+00,6181.02261301027
172943,Pirongia summit via Mahaukura and Tirohanga Tracks,"Choose a there-and-back track to the summit of Mount Pirongia, or combine the tracks for a circuit trip to Pahautea Hut.",Advanced,1 - 2 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/fc8e3acc5a514a8d901ef8bf5c6a158c.jpg,https://www.doc.govt.nz/link/a5473bd6558346bb94947be402cf2fa1.aspx,2021/05/05 13:43:48+00,10753.0549043809
172944,Piwakawaka Track,Piwakawaka Track is easy walking track leading from the northern end of Elaine Bay to a small beach.,Easy,45 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/dc61dfe22af6447ba461fc77ccbc0cdc.jpg,https://www.doc.govt.nz/link/000a09c6dfde4dfeba62af4c7e6045ed.aspx,2021/05/05 13:43:48+00,2174.66888601791
172945,Point Elizabeth Walkway,"A stunning, well surfaced, coastal walkway. Enjoy walking through varied and interesting forest to a panoramic, cliff top viewing platform. Point Elizabeth track is a perfect walk for families and children.",Easy,1 hr 45 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b83047ac14ea4c249745a471a5676292.jpg,https://www.doc.govt.nz/link/ba08950f62fa417d9ff9571a4c6631da.aspx,2021/05/05 13:43:48+00,5227.42554775989
172946,Port FitzRoy: Cooper's Castle Track,Walk to a lookout with extensive views.,Advanced,2 hr 30 min - 3 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/1b82988fe8e4405697f24a049b1b50d2.jpg,https://www.doc.govt.nz/link/3a037c4a6fd24c1697f6b77caedb04da.aspx,2021/05/05 13:43:49+00,4192.74027835016
172947,Port FitzRoy: Kaiaraara Hut side tracks,"These tracks all start from Kaiaraara Hut, a short distance from the end of Kaiaraara Bay Road, near Port FitzRoy.",Advanced,Various: 35 min - 4 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/3fea5323200c4f968c2a90a52b79e0f3.jpg,https://www.doc.govt.nz/link/77e0059a9b254ea09756c34826c912c8.aspx,2021/05/05 13:43:49+00,15276.8908101578
172948,Port FitzRoy: Warren's and Bridle Tracks,Warren's Track is a gently graded climb to a waterfall and good swimming spots.,Easy,1 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/447c07d226b1472b8243b8b3dc22a5ab.jpg,https://www.doc.govt.nz/link/7f15c4260dc44b6f961187a743218644.aspx,2021/05/05 13:43:49+00,2925.59424375667
172949,Potts River tracks,Explore tussock terraces in the Potts River area.,Advanced,4 hr | 9 hr | 7 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/165b471dfbc840099df479be8f46231a.jpg,https://www.doc.govt.nz/link/ca55b74fc76849d284b23036ba3a8a37.aspx,2021/05/05 13:43:49+00,48395.441988544
172950,Pouakai Circuit,"Egmont National Park’s premier 2–3 day tramp offers spectacular views of Mt Taranaki and the surrounding countryside. The 25 km track passes through forest, alpine tussock fields and the unique Ahukawakawa Swamp. ",Advanced,2 - 3 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/a2357ad6296e4d99831c64316842bd74.jpg,https://www.doc.govt.nz/link/19ebde99a29b42f3b043172e2499c5ad.aspx,2021/05/05 13:43:49+00,20802.6178963427
172951,Pouakai Crossing,"Wind across the lower slopes of Mt Taranaki – discover towering cliffs, a mighty waterfall, a sphagnum moss swamp and stunning views on this day walk version of the popular 2–3 day Pouakai Circuit.",Advanced,7 hr 30 min - 9 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/70d10f30c85a4c85a781f7f278f9ea70.aspx,https://www.doc.govt.nz/link/c334c867ea6f470db0ec452628c30012.aspx,2021/05/05 13:43:49+00,18652.9471992733
172952,Pouakai Range tramping tracks,Visit the Pouakai Tarns and Mangakotukutuku Falls while exploring the rugged range of rolling hills covered in sub alpine bush.,Advanced,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/370eb2837a1043a5be12c246957f5f4b.aspx,https://www.doc.govt.nz/link/e41b7d6f50764f9c9b1892f0befa5ea7.aspx,2021/05/05 13:43:49+00,12320.5618922388
172953,Pudding Hill Stream Route,This route winds up steeply through Pudding Hill Stream through Mount Hutt Forest.,Expert,3 hrs one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/788cf3fa0cc84239ae7e5c32743aff08.aspx,https://www.doc.govt.nz/link/3ec2bfb115fe4c6c9dd6b176b2bf2cdd.aspx,2021/05/05 13:43:49+00,7659.79849316557
172954,Pukatea Ridge Track,This is a well-marked track through established bush with valley views and large kauri trees. This track connects with the Waipapa River Track.,Intermediate,2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/6dc211d116a34bceafbb39a6969d5127.aspx,https://www.doc.govt.nz/link/d8d242bc74944b25bd3d7ff1769ec00d.aspx,2021/05/05 13:43:50+00,11635.6913233512
172955,Pukawa Bay walks,"Walk through ancient forest, experience spectacular lake vistas, and enjoy constant birdsong on a variety of walks on the southwestern shores of Lake Taupō.",Easy,45 min or 1 hr 20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/502f2a3814ed45c9835378b541289be1.jpg,https://www.doc.govt.nz/link/f45dd03c725641159328959c484ff8dc.aspx,2021/05/05 13:43:50+00,3105.66273345112
172956,Pukeatua Track,Pukeatua Track connects Otaki Forks to Waikanae.,Advanced,9 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/5964dc7b04d242f5ad05d9f429010fbe.aspx,https://www.doc.govt.nz/link/2f88784e60404afb86af3dd577dbf9e5.aspx,2021/05/05 13:43:50+00,12051.7941117603
172957,Pukenui Forest tracks,Cross through farmlands and native forest before climbing up a steep ridge and bringing you back to the forest entrance. An easier family friendly option is available.,Easy,3-5 hrs,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/1c7aa895d1c34383ac4b3242c89aa629.aspx,https://www.doc.govt.nz/link/430c89c3346541c1b9daf15750d923c0.aspx,2021/05/05 13:43:50+00,11593.3925492787
172958,Puketi Nature Trail ,This is an easy wander suitable for children. The loop track leads you through a beautiful kauri forest with a chance to see glow-worms. ,Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/5d0e0f934c1044dcad7618883a0370a9.aspx,https://www.doc.govt.nz/link/64003c0507864ff9b583a1a126bbf458.aspx,2021/05/05 13:43:50+00,1452.54733429442
172959,Pupu Hydro Walkway,"Retracing an old gold-mining water race, this short walk passes through forest of young beech and rimu to mature podocarps - it's good for children but be sure to supervise them.",Easy,1hr 50 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/a67604af92d9470bb0c53c47677c0a61.jpg,https://www.doc.govt.nz/link/ef8d5c3998e94485b592b574cbbf7aaf.aspx,2021/05/05 13:43:50+00,5355.20371999702
172960,Purakaunui Falls Walk,Walk to the well known and often photographed Purakaunui Falls.,Easiest,20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b4bf60a02f75422384e2ca6e7d4e2343.jpg,https://www.doc.govt.nz/link/7db61453b5d04c80afeb5eb63b227b2b.aspx,2021/05/05 13:43:51+00,516.548046962078
172961,Puriri Track ,"One of the bush walks at Mimiwhangata, the track leads you to the top of the ridge with impressive views of the peninsula and out towards the Poor Knights Islands.",Easy,2 hr 30 min return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/3c090092289d4d46aa9ac5a18c225d6e.jpg,https://www.doc.govt.nz/link/f0c110931c6b435aa140a2014c290769.aspx,2021/05/05 13:43:51+00,4670.96544543373
172962,Purity - Kelly Knight Hut Loop Track,A loop track that takes in the Pourangaki River valley and the open tops of the Hikurangi Range in the Ruahine Forest Park.,Advanced,2-3 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7246d358db9f4ec6b589c7b3a4c9fb81.jpg,https://www.doc.govt.nz/link/40b9d75063b648adad493e84c24b0895.aspx,2021/05/05 13:43:51+00,9429.22158629412
172963,Purity Hut Track,A steep climb to this hut nestled above the bushline on the Hikurangi Range in the Ruahine Forest Park.,Advanced,3 - 4 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f4ad81770c07423f8ade1bf26fa07119.jpg,https://www.doc.govt.nz/link/d4a0b07255d64324ab5673121c346627.aspx,2021/05/05 13:43:51+00,4405.22827681382
