,name,type,time_h,length_km,lng,lat,url
1743,Nga Tapuwae O Toi Ww - Melville Section,Walking Track,11.116666666666667,2.9, 177.005164, -37.968013,nga-tapuwae-o-toi-ww-melville-section
1744,Nga Tapuwae O Toi- Fairbrother Loop,Walking Track,5.133333333333334,2.01, 177.031620, -37.965193,nga-tapuwae-o-toi-fairbrother-loop
1745,Ngaawapurua Hut - Harkness Junctn Track,Tramping Track,23.083333333333332,5.1, 176.248929, -39.233965,ngaawapurua-hut-harkness-junctn-track
1746,Ngaawapurua/otutu Track Junctn to Rocks Ahe,Tramping Track,12.0,2.73, 176.240309, -39.252741,ngaawapurua-otutu-track-junctn-to-rocks-ahe
1747,Ngahere Ara Track,Walking Track,5.133333333333334,2.23, 169.020753, -45.558169,ngahere-ara-track
1748,Ngahere Loop Track,Tramping Track,4.033333333333333,1.53, 176.415383, -39.292454,ngahere-loop-track
1749,Ngahiramai Hut to Hanamahihi Hut,Tramping Track,3.716666666666667,9.37, 176.959007, -38.429644,ngahiramai-hut-to-hanamahihi-hut
1750,Ngahopua Track,Walking Track,5.0,1.98, 176.422238, -38.079602,ngahopua-track
1751,Ngaio Track,Walking Track,5.133333333333334,1.39, 171.022719, -44.756358,ngaio-track
1752,Ngakuta Bay Water Supply Track,Tramping Track,4.133333333333334,1.5, 173.954612, -41.281553,ngakuta-bay-water-supply-track
1753,Ngamarama Track,Tramping Track,21.133333333333333,5.52, 175.958402, -37.759061,ngamarama-track
1754,Ngamoko Hut to Ngamoko Range Track,Tramping Track,15.0,2.21, 176.052734, -40.035218,ngamoko-hut-to-ngamoko-range-track
1755,Ngamoko Track,Tramping Track,4.283333333333333,7.39, 177.140244, -38.801472,ngamoko-track
1756,Ngamuwahine Loop Track (bobs Track),Tramping Track,11.05,2.59, 175.971650, -37.796878,ngamuwahine-loop-track-bobs-track
1757,Ngamuwahine Track,Tramping Track,14.05,3.93, 175.963135, -37.790548,ngamuwahine-track
1758,Ngapakira Track,Route,5.75,14.52, 177.288545, -38.688927,ngapakira-track
1759,Ngapuketurua Track (kiko Loop Track to Cascade,Tramping Track,3.1333333333333333,6.48, 175.998403, -39.026686,ngapuketurua-track-kiko-loop-track-to-cascade
1760,Ngarunui Track (bryant Track),Walking Track,3.0,0.83, 174.823584, -37.824813,ngarunui-track-bryant-track
1761,Ngati Paoa/ Ne Bay Track,Walking Track,4.116666666666666,1.63, 174.882491, -36.596031,ngati-paoa-ne-bay-track
1762,Ngatiawa Road End to Kapakapanui Hut,Tramping Track,2.6833333333333336,4.32, 175.123652, -40.915012,ngatiawa-road-end-to-kapakapanui-hut
1763,Ngatoro Loop Track,Walking Track,2.066666666666667,0.82, 174.093368, -39.273476,ngatoro-loop-track
1764,Ngatoro Track,Tramping Track,2.066666666666667,4.49, 174.098926, -39.268424,ngatoro-track
1765,Ngatuhoa Falls Track,Tramping Track,2.1,1, 176.020371, -37.882645,ngatuhoa-falls-track
1766,Ngatuhoa Short Loop Walk,Tramping Track,15.0,4.33, 176.024157, -37.889710,ngatuhoa-short-loop-walk
1767,Ngongotaha Loop Tk,Short Walk,13.016666666666667,3.07, 176.189042, -38.130741,ngongotaha-loop-tk
1768,Ngutuoha Nature Walk,Walking Track,4.066666666666666,1.8, 177.122542, -38.348517,ngutuoha-nature-walk
1769,Nichols Hut to Andersons Hut,Tramping Track,3.783333333333333,7.24, 175.355634, -40.845350,nichols-hut-to-andersons-hut
1770,Nicolsons Track,Tramping Track,11.15,2.68, 169.186972, -45.352633,nicolsons-track
1771,Nikau Bush Track,Walking Track,1.1,0.73, -176.572127, -43.760833,nikau-bush-track
1772,Nikau Flat Track,Tramping Track,21.083333333333332,4.36, 177.290375, -38.355343,nikau-flat-track
1773,Nikau Palm Gully Track,Tramping Track,23.066666666666666,5.19, 172.953079, -43.844828,nikau-palm-gully-track
1774,Nikau Pools Track,Walking Track,0.03333333333333333,0.08, 177.791047, -38.986665,nikau-pools-track
1775,Nikau Walk,Walking Track,14.116666666666667,4.69, 175.074773, -37.938852,nikau-walk
1776,Nikau Walk Kohaihai,Walking Track,2.066666666666667,1, 172.106084, -41.109011,nikau-walk-kohaihai
1777,Nina Valley Tk - Sh7 to Nina Bivy,Tramping Track,5.9,13.45, 172.274002, -42.469208,nina-valley-tk-sh7-to-nina-bivy
1778,Nina Valley to Doubtful Valley Track,Route,4.383333333333334,9.1, 172.282865, -42.531063,nina-valley-to-doubtful-valley-track
1779,No 2 Dam to College Creek,Tramping Track,5.0,10.32, 175.487069, -40.634349,no-2-dam-to-college-creek
1780,No Mans Rd to Dead Dog Hut,Tramping Track,2.066666666666667,2.61, 176.269145, -39.572411,no-mans-rd-to-dead-dog-hut
1781,No Mans Rd-dianes Hut - Taruarau Biv Tr,Tramping Track,11.15,1.89, 176.281883, -39.541760,no-mans-rddianes-hut-taruarau-biv-tr
1782,No. 1 Line Track,Tramping Track,13.05,2.17, 175.870315, -40.186431,no-1-line-track
1783,Noisy Basin Access Route,Route,21.133333333333333,2.57, 171.025214, -43.066711,noisy-basin-access-route
1784,Nolans Hut to Redfield Swingbridge,Tramping Track,4.1,9.49, 170.573844, -43.374974,nolans-hut-to-redfield-swingbridge
1785,North Avonburn Easement,Tramping Track,5.166666666666667,9.29, 169.611883, -44.434601,north-avonburn-easement
1786,North Branch Wilkin Track,Tramping Track,3.85,7.89, 168.891060, -44.274325,north-branch-wilkin-track
1787,North Egmont Nature Walk,Short Walk,1.0166666666666666,0.37, 174.093759, -39.272137,north-egmont-nature-walk
1788,North Egmont Roadend Boardwalk Tk,Short Walk(disabled),0.03333333333333333,0.08, 174.095344, -39.270138,north-egmont-roadend-boardwalk-tk
1789,North Head - Coastal Loop Track,Short Walk,3.05,1.3, 174.811573, -36.829062,north-head-coastal-loop-track
1790,North Head - Summit Loop,Short Walk,1.05,0.47, 174.811199, -36.828049,north-head-summit-loop
1791,North Head - Tunnels Loop Track,Short Walk,2.0,0.85, 174.810546, -36.826959,north-head-tunnels-loop-track
1792,North Opuha Track,Tramping Track,2.9,7.17, 170.836349, -43.877038,north-opuha-track
1793,Northern Dv Walk,Walking Track,21.05,4.92, 174.230312, -35.212462,northern-dv-walk
1794,Northern Summit Route,Tramping Track,21.15,2.04, 174.064022, -39.296151,northern-summit-route
1795,Northern Tarawera Track,Tramping Track,2.9166666666666665,7.42, 176.429771, -38.165685,northern-tarawera-track
1796,Northern Track,Tramping Track,4.483333333333333,8.59, 174.135697, -35.870553,northern-track
1797,Nth Branch Borland River Track,Tramping Track,4.1,9.11, 167.508970, -45.749952,nth-branch-borland-river-track
1798,Nth Branch Routeburn Track,Tramping Track,14.116666666666667,4.02, 168.215207, -44.725449,nth-branch-routeburn-track
1799,Nth Egmont Summit Track (translator Rd),Tramping Track,21.033333333333335,3.65, 174.082090, -39.289700,nth-egmont-summit-track-translator-rd
1800,Nth Elcho Stream Route,Route,2.85,5.79, 169.818659, -43.915817,nth-elcho-stream-route
1801,Nth Huxley Track,Tramping Track,2.15,4.22, 169.728992, -43.974998,nth-huxley-track
1802,Nth Mavora Lake Swingbridge to Kiwiburn,Tramping Track,4.633333333333333,12.59, 168.178546, -45.315764,nth-mavora-lake-swingbridge-to-kiwiburn
1803,Nth Temple Track,Tramping Track,22.066666666666666,5.01, 169.781769, -44.071507,nth-temple-track
1804,Nth-sth Track (aongatete to Wairere),Tramping Track,3.1666666666666665,8.36, 175.887594, -37.729912,nthsth-track-aongatete-to-wairere
1805,Nth-sth Track (rereatukahia to Tuahu),Tramping Track,13.083333333333334,3.43, 175.837987, -37.607005,nthsth-track-rereatukahia-to-tuahu
1806,Nth-sth Track (te Tuhi to Sh 29),Tramping Track,6.583333333333333,17.23, 175.929486, -37.871182,nthsth-track-te-tuhi-to-sh-29
1807,Nth-sth Track (thompson to Aongatete),Tramping Track,3.466666666666667,7.8, 175.895955, -37.666674,nthsth-track-thompson-to-aongatete
1808,Nth-sth Track (tuahu to Thompsons),Tramping Track,22.15,5.27, 175.843804, -37.645668,nthsth-track-tuahu-to-thompsons
1809,Nth-sth Track (wairere to Te Tuhi),Tramping Track,13.1,4.14, 175.905718, -37.761092,nthsth-track-wairere-to-te-tuhi
1810,Nth-sth Track to Waiorongomai,Tramping Track,5.033333333333333,1.12, 175.771412, -37.545243,nthsth-track-to-waiorongomai
1811,Nugget Point Walk,Short Walk,3.05,0.65, 169.811052, -46.446561,nugget-point-walk
1812,Nuggety Creek Walk,Walking Track,5.083333333333333,1.63, 172.564031, -41.471224,nuggety-creek-walk
1813,Nuggety Gorge Track,Tramping Track,4.75,6.5, 172.526791, -41.497486,nuggety-gorge-track
1814,Nursery Garden Pathway,Short Walk,0.016666666666666666,0.05, 172.584447, -43.727683,nursery-garden-pathway
1815,Nydia Lodge Track,Walking Track,1.1333333333333333,2.86, 173.785011, -41.176451,nydia-lodge-track
1816,Nydia Track Kaiuma Roadend to Bushedge,Tramping Track,5.05,10.35, 173.785800, -41.235260,nydia-track-kaiuma-roadend-to-bushedge
1817,Nydia Tramway Route,Route,3.1,1.47, 173.776031, -41.172880,nydia-tramway-route
1818,Oamaru Hut to Ngaruroro River Track,Tramping Track,5.583333333333333,13.6, 176.175456, -39.150741,oamaru-hut-to-ngaruroro-river-track
1819,Oaonui Track,Tramping Track,1.15,2.95, 173.998081, -39.322537,oaonui-track
1820,Obelisk Loop Track,Tramping Track,3.95,9.85, 169.203289, -45.318533,obelisk-loop-track
1821,Observation Beach Track,Easy Tramping Track,2.066666666666667,0.66, 173.051510, -40.966510,observation-beach-track
1822,Ocr Atihau Section (historic),Walking Track,5.0,1.92, 175.390493, -39.383323,ocr-atihau-section-historic
1823,Ocr Hapuawhenua North Link Section,Walking Track,1.15,0.72, 175.391338, -39.382505,ocr-hapuawhenua-north-link-section
1824,Ocr Hapuawhenua South Link Section,Walking Track,4.083333333333333,1.72, 175.401480, -39.384512,ocr-hapuawhenua-south-link-section
1825,Ocr Skyline Section (historic),Walking Track,12.0,3.36, 175.373376, -39.370191,ocr-skyline-section-historic
1826,Ocr Taonui Ford North Section (historic),Walking Track,1.0833333333333333,0.58, 175.368322, -39.368030,ocr-taonui-ford-north-section-historic
1827,Ocr Taonui Stream Link Section,Walking Track,3.0,1.12, 175.369372, -39.369534,ocr-taonui-stream-link-section
1828,Ocr Taonui Viaduct South Section (hist),Track - historic,1.1166666666666667,0.62, 175.369372, -39.369534,ocr-taonui-viaduct-south-section-hist
1829,Ohinepango Springs to Waihohonu Junction,Tramping Track,2.066666666666667,1.1, 175.676401, -39.216262,ohinepango-springs-to-waihohonu-junction
1830,Ohinetonga Walk - Northern Loop (norther,Walking Track,11.016666666666667,2.87, 175.398252, -38.996424,ohinetonga-walk-northern-loop-norther
1831,Ohora Hut to Waikare Junct. S Bridge,Tramping Track,5.183333333333334,12.06, 177.002455, -38.399148,ohora-hut-to-waikare-junct-s-bridge
1832,Ohutu to Duckville Track,Tramping Track,4.083333333333333,8.32, 176.832458, -38.391084,ohutu-to-duckville-track
1833,Okahukura Loop Track,Tramping Track,5.85,15.47, 175.492486, -38.406094,okahukura-loop-track
1834,Okarito Trig Walk,Walking Track,2.15,0.87, 170.155396, -43.231352,okarito-trig-walk
1835,Okarito Wetland Walk,Short Walk(disabled),1.1333333333333333,0.72, 170.157200, -43.224877,okarito-wetland-walk
1836,Okataina Camp Track/waipunga Track,Walking Track,5.116666666666666,2.25, 176.428093, -38.089165,okataina-camp-track-waipunga-track
1837,Oke Bay Track,Walking Track,0.03333333333333333,0.09, 174.263417, -35.228034,oke-bay-track
1838,Okere Falls Walk,Short Walk,4.116666666666666,1.53, 176.344313, -38.014342,okere-falls-walk
1839,Okiato Walk,Short Walk,0.06666666666666667,0.13, 174.119890, -35.302533,okiato-walk
1840,Okitu Track,Walking Track,2.0166666666666666,0.63, 178.099679, -38.665364,okitu-track
1841,Okui Access Track,Walking Track,1.15,0.84, 176.785571, -38.531482,okui-access-track
1842,Okui Boundary Circuit Track,Tramping Track,11.15,1.95, 176.794746, -38.526883,okui-boundary-circuit-track
1843,Okui Loop/nature Tracks,Walking Track,11.033333333333333,2.48, 176.787781, -38.527681,okui-loop-nature-tracks
1844,Okupata Caves Track,Walking Track,0.06666666666666667,0.14, 175.521439, -39.041664,okupata-caves-track
1845,Okupe Valley Loop Track,Walking Track,2.0,3.89, 174.947497, -40.829882,okupe-valley-loop-track
1846,Okura Walkway (dacre Cottage-stillwater),Walking Track,14.033333333333333,4.07, 174.727822, -36.657626,okura-walkway-dacre-cottagestillwater
1847,Okura Walkway (haigh Rd-dacre Cottage),Walking Track,21.116666666666667,5.39, 174.705733, -36.673830,okura-walkway-haigh-rddacre-cottage
1848,Okuti Valley Track,Short Walk,1.05,0.38, 172.832936, -43.785075,okuti-valley-track
1849,Old Blyth Track,Tramping Track,22.05,5.37, 175.472406, -39.359806,old-blyth-track
1850,Old Chrome Road (historic),Track - historic,3.15,1.43, 173.230590, -41.404802,old-chrome-road-historic
1851,Old Coach Road,Short Walk,2.1166666666666667,1.15, 171.591713, -42.981441,old-coach-road
1852,Old Doubtful Sound Track,Tramping Track,3.1166666666666667,1.16, 167.167274, -45.474325,old-doubtful-sound-track
1853,Old Lady Walk,Walking Track,12.116666666666667,2.4, 175.363166, -36.161491,old-lady-walk
1854,Old Man Hut Route,Tramping Track,4.533333333333333,7.49, 173.271063, -41.524694,old-man-hut-route
1855,Old Maori Trail,Tramping Track,2.05,4.98, 177.133912, -38.784353,old-maori-trail
1856,Old Mill Track,Walking Track,4.016666666666667,1.44, 175.397127, -36.235830,old-mill-track
1857,Old Mill/pig Ridge Tracks,Tramping Track,5.083333333333333,10.49, 175.324675, -41.438096,old-mill-pig-ridge-tracks
1858,Old Waihohonu Hut Track,Great Walk,0.08333333333333333,0.19, 175.672660, -39.209265,old-waihohonu-hut-track
1859,Old Wires Track,Tramping Track,2.066666666666667,4.12, 175.735986, -37.284113,old-wires-track
1860,Omaha Cove Walk,Walking Track,2.1333333333333333,1.24, 174.807000, -36.288816,omaha-cove-walk
1861,Omahuta Kauri Sanctuary Walk,Walking Track,1.15,0.75, 173.628673, -35.240894,omahuta-kauri-sanctuary-walk
1862,Omaka Route,Route,5.15,2.05, 173.762170, -41.695706,omaka-route
1863,Omaru Falls Track,Walking Track,4.05,1.82, 175.169581, -38.522419,omaru-falls-track
1864,Omaru Hut to Puteore-matemateaonga Route,Tramping Track,3.6333333333333333,8.29, 174.777152, -39.285112,omaru-hut-to-puteorematemateaonga-route
1865,Omau Carpark to Seal Colony Track,Walking Track,1.15,2.88, 171.470731, -41.749130,omau-carpark-to-seal-colony-track
1866,Omega -tauherinikau Valley Track,Tramping Track,21.083333333333332,2.81, 175.304924, -40.991073,omega-tauherinikau-valley-track
1867,Omeo Gully Track,Tramping Track,5.05,9.32, 169.224255, -45.297493,omeo-gully-track
1868,Omori Stm - Omori Boatramp Track,Walking Track,1.0333333333333334,0.61, 175.761994, -38.900262,omori-stm-omori-boatramp-track
1869,Onahau Lookout Track,Easy Tramping Track,2.1166666666666667,0.64, 173.979828, -41.215031,onahau-lookout-track
1870,Onamalutu Walks,Walking Track,1.15,0.91, 173.704103, -41.459376,onamalutu-walks
1871,Onekura Track,Tramping Track,12.0,2.6, 173.742353, -35.209566,onekura-track
1872,Onepoto - Lake Kiriopukae Track,Short Walk,1.0666666666666667,0.44, 177.114062, -38.801471,onepoto-lake-kiriopukae-track
1873,Onepoto Caves Track,Tramping Track,1.15,0.61, 177.124207, -38.798621,onepoto-caves-track
1874,Onepu to Ogilvies Track,Tramping Track,5.266666666666667,10.79, 177.048107, -38.316280,onepu-to-ogilvies-track
1875,Opapaka Pa Track,Walking Track,2.15,0.88, 175.119194, -38.263421,opapaka-pa-track
1876,Oparara - Fenian Link Track,Walking Track,2.8166666666666664,6.79, 172.191547, -41.199506,oparara-fenian-link-track
1877,Oparara Arch Track,Walking Track,2.1166666666666667,0.98, 172.190982, -41.150800,oparara-arch-track
1878,Opau Stream Mouth to Fishermans Bay,Tramping Track,1.0,2.7, 174.704474, -41.215597,opau-stream-mouth-to-fishermans-bay
1879,Opauahi Walkway,Walking Track,3.033333333333333,1.36, 176.838010, -39.144352,opauahi-walkway
1880,Opawe Road to Maharahara,Tramping Track,3.25,5.18, 175.884400, -40.149620,opawe-road-to-maharahara
1881,Opepe North Track,Walking Track,2.1333333333333333,1.28, 176.219044, -38.766855,opepe-north-track
1882,Opepe South Track,Walking Track,11.066666666666666,2.99, 176.217323, -38.766896,opepe-south-track
1883,Opera Point Short Walk,Short Walk,4.0,1.42, 175.622434, -36.719370,opera-point-short-walk
1884,Opito Pa Historic Reserve Walk,Walking Track,1.05,0.35, 175.818475, -36.719590,opito-pa-historic-reserve-walk
1885,Opopo Bay Track,Walking Track,5.1,1.85, 175.173040, -36.764290,opopo-bay-track
1886,Opouri Bridle Track,Tramping Track,2.6666666666666665,4.37, 173.730464, -41.138701,opouri-bridle-track
1887,Opoutere Beach Track,Walking Track,3.1333333333333333,1.88, 175.879920, -37.105328,opoutere-beach-track
1888,Opua Kauri Walk,Walking Track,1.0666666666666667,0.41, 174.071293, -35.318616,opua-kauri-walk
1889,Opuke Track,Walking Track,3.066666666666667,0.79, 171.528800, -43.560299,opuke-track
1890,Opureke Track,Route,4.016666666666667,6.17, 176.579435, -38.918418,opureke-track
1891,Orari Gorge Track,Walking Track,1.15,2.7, 171.183402, -43.987075,orari-gorge-track
1892,Ormonds Hut to Korokoro Shelter,Great Walk,23.05,5.68, 176.985482, -38.794592,ormonds-hut-to-korokoro-shelter
1893,Orokawa Bay Track,Walking Track,12.133333333333333,3.12, 175.937678, -37.395440,orokawa-bay-track
1894,Orokonui Stream Walking Track,Walking Track,2.1,1.12, 170.581991, -45.754991,orokonui-stream-walking-track
1895,Oromahoe Traverse,Easy Tramping Track,14.0,3.92, 174.079086, -35.317052,oromahoe-traverse
1896,Orongorongo Track,Walking Track,15.1,4.65, 174.930317, -41.348952,orongorongo-track
1897,Oroua Crpk - Heritage Lodge Track,Tramping Track,11.083333333333334,2.47, 176.006281, -39.960721,oroua-crpk-heritage-lodge-track
1898,Oruatua Track,Walking Track,3.066666666666667,1.68, 175.895547, -38.913345,oruatua-track
1899,Oruiwaka Ecological Area Track,Walking Track,2.0,0.74, 176.701309, -38.680709,oruiwaka-ecological-area-track
1900,Otaika Walkway,Walking Track,2.1166666666666667,4.74, 174.295444, -35.749741,otaika-walkway
1901,Otaio River Access Track,Walking Track,0.06666666666666667,0.15, 170.926988, -44.523923,otaio-river-access-track
1902,Otaio River Track,Tramping Track,12.033333333333333,2.46, 170.877252, -44.593963,otaio-river-track
1903,Otaki Forks to Field Hut,Easy Tramping Track,2.8666666666666667,4.89, 175.256687, -40.908125,otaki-forks-to-field-hut
1904,Otaki River Track,Tramping Track,1.0833333333333333,0.51, 175.238299, -40.874922,otaki-river-track
1905,Otamatakou Easement,Tramping Track,22.066666666666666,5.55, 170.041026, -44.568812,otamatakou-easement
1906,Otamatapaio River Easement,Tramping Track,6.95,17.92, 169.990252, -44.672690,otamatapaio-river-easement
1907,Otamatuna Ridge Track,Tramping Track,3.6666666666666665,6.85, 177.160593, -38.352252,otamatuna-ridge-track
1908,Otanewainuku Lookout Track,Walking Track,13.05,3.31, 176.205843, -37.894238,otanewainuku-lookout-track
1909,Otanewainuku Rimu Loop Walk,Walking Track,13.083333333333334,3.79, 176.206741, -37.893560,otanewainuku-rimu-loop-walk
1910,Otapukawa Hut to Otane Stm Confluence Track,Route,3.9333333333333336,8.15, 177.168459, -38.449599,otapukawa-hut-to-otane-stm-confluence-track
1911,Otapukawa-otamatuna Trk,Tramping Track,3.0833333333333335,5.86, 177.147648, -38.389875,otapukawaotamatuna-trk
1912,Otaraheke/pokeka Route Jn to Puketotara,Tramping Track,4.983333333333333,11.68, 174.891155, -39.368820,otaraheke-pokeka-route-jn-to-puketotara
1913,Otatara Pa Track,Walking Track,4.15,1.86, 176.833827, -39.550339,otatara-pa-track
1914,Otawa Trig Track,Tramping Track,8.1,16.28, 176.233871, -37.831595,otawa-trig-track
1915,Otehake River Route,Route,6.983333333333333,14.06, 171.676491, -42.893706,otehake-river-route
1916,Otehake to Big Tops Route,Route,15.116666666666667,1.94, 171.719110, -42.799427,otehake-to-big-tops-route
1917,Otepatotu Sr Track,Walking Track,4.1,1.49, 173.015742, -43.752033,otepatotu-sr-track
1918,Otira Valley Track,Tramping Track,4.1,1.67, 171.558617, -42.898651,otira-valley-track
1919,Otito Track,Walking Track,1.0666666666666667,0.46, 174.508120, -35.560530,otito-track
1920,Otoko Walkway,Walking Track,2.783333333333333,6.96, 177.665069, -38.468896,otoko-walkway
1921,Otukaikino Wetland Track,Short Walk(disabled),2.0166666666666666,1.06, 172.645024, -43.434891,otukaikino-wetland-track
1922,Otukota Hut to Bruce Ridge Track,Tramping Track,5.0,0.92, 176.083742, -39.711115,otukota-hut-to-bruce-ridge-track
1923,Otukota Hut to Puketaramea,Tramping Track,3.3166666666666664,5.19, 176.129139, -39.716742,otukota-hut-to-puketaramea
1924,Oturehua - 150 to 145,Walking Track,8.966666666666667,25.48, 170.098934, -45.130122,oturehua-150-to-145
1925,Oturere Hut to Emerald Lakes Track (tnc),Great Walk,2.1333333333333333,4.48, 175.656895, -39.132230,oturere-hut-to-emerald-lakes-track-tnc
1926,Otutu Hut to Mt Manson Track,Route,14.0,2.85, 176.259459, -39.275391,otutu-hut-to-mt-manson-track
1927,Outlet Track,Walking Track,1.1333333333333333,3.12, 169.186519, -44.675190,outlet-track
1928,Outlook 76 Short Walk,Short Walk,3.066666666666667,1.21, 175.642984, -37.086590,outlook-76-short-walk
1929,Outram Glen to Lee Stream Track,Tramping Track,1.1333333333333333,2.55, 170.258850, -45.841028,outram-glen-to-lee-stream-track
1930,Outram Glen Walk,Walking Track,4.15,1.89, 170.242272, -45.848433,outram-glen-walk
1931,Owharoa Falls Track,Walking Track,1.05,0.47, 175.763908, -37.417977,owharoa-falls-track
1932,Owharoa/victoria Battery/waikino Walk,Walking Track,2.0833333333333335,1.18, 175.763908, -37.417977,owharoa-victoria-battery-waikino-walk
1933,Oxenbridge Tunnel Track,Walking Track,1.1333333333333333,0.6, 168.669341, -44.984493,oxenbridge-tunnel-track
1934,Pa Rd Track,Walking Track,0.06666666666666667,0.17, 173.962147, -35.219990,pa-rd-track
1935,Paddle Creek to Boundary Hut Track,Tramping Track,23.1,6.94, 171.097354, -43.575660,paddle-creek-to-boundary-hut-track
1936,Paddys Track,Walking Track,2.75,4.88, 172.808858, -41.835544,paddys-track
1937,Paengaroa Sr Track,Walking Track,0.05,0.12, 175.722719, -39.647906,paengaroa-sr-track
1938,Paetawa Track - Pinaki Track Jnc to 6 Track,Tramping Track,11.016666666666667,1.78, 177.097559, -38.529206,paetawa-track-pinaki-track-jnc-to-6-track
1939,Paihia School Road Track,Walking Track,4.016666666666667,1.36, 174.079818, -35.288057,paihia-school-road-track
1940,Pakihi Track - Motu Rd to Pakihi Hut,Easy Tramping Track,5.65,10, 177.467647, -38.170099,pakihi-track-motu-rd-to-pakihi-hut
1941,Pakihi Track - Pakihi Hut to Pakihi Roadend,Easy Tramping Track,3.783333333333333,8.57, 177.431305, -38.123589,pakihi-track-pakihi-hut-to-pakihi-roadend
1942,Pakihi Walk,Short Walk,1.0833333333333333,0.5, 170.204368, -43.247700,pakihi-walk
1943,Pakihore Ridge Track,Tramping Track,3.2333333333333334,4.48, 175.286787, -40.902318,pakihore-ridge-track
1944,Pakotai Track,Walking Track,0.03333333333333333,0.08, 173.857131, -35.714965,pakotai-track
1945,Palmers Track - Lookout to Hirakimata,Easy Tramping Track,13.0,2.65, 175.412931, -36.185718,palmers-track-lookout-to-hirakimata
1946,Panatewaewae Ridge Track,Tramping Track,14.016666666666667,3.12, 175.264004, -40.733568,panatewaewae-ridge-track
1947,Panekire to Onepoto,Great Walk,5.25,8.71, 177.051879, -38.812434,panekire-to-onepoto
1948,Papa Aroha Short Walk,Short Walk,1.05,0.52, 175.430794, -36.698413,papa-aroha-short-walk
1949,Papaitonga Track,Walking Track,3.0,1.43, 175.227905, -40.648655,papaitonga-track
1950,Papakorito Falls Track,Short Walk,0.05,0.13, 177.176307, -38.740820,papakorito-falls-track
1951,Paparahi Reserve Track,Walking Track,1.05,0.4, 174.394158, -35.441527,paparahi-reserve-track
1952,Papatahi Crossing - Bush Edge to Papatah,Tramping Track,4.383333333333334,7.28, 175.123941, -41.325655,papatahi-crossing-bush-edge-to-papatah
1953,Papatahi Hut Access Track,Easy Tramping Track,0.1,0.13, 175.019452, -41.323702,papatahi-hut-access-track
1954,Papatahi Track,Tramping Track,15.016666666666667,2.04, 175.047518, -41.317548,papatahi-track
1955,Paradise Oneura Easy Tramping Track,Easy Tramping Track,5.0,1.77, 174.234736, -35.216215,paradise-oneura-easy-tramping-track
1956,Pararaki Hut to Kawakawa Hut,Tramping Track,15.133333333333333,4.01, 175.293764, -41.531178,pararaki-hut-to-kawakawa-hut
1957,Parata Track,Tramping Track,5.016666666666667,1.13, 175.088495, -40.881166,parata-track
1958,Park Boundary Sign to Bartrums Swingbrdg,Tramping Track,7.816666666666666,16.37, 174.991217, -39.214186,park-boundary-sign-to-bartrums-swingbrdg
1959,Park Boundary to Diggers Hut,Tramping Track,1.0166666666666666,2.02, 175.937254, -40.092636,park-boundary-to-diggers-hut
1960,Parkins Bay Access Track,Walking Track,0.13333333333333333,0.31, 168.996921, -44.668794,parkins-bay-access-track
1961,Parks Peak Hut to Upper Makarora Hut,Tramping Track,15.05,2.4, 176.227951, -39.680317,parks-peak-hut-to-upper-makarora-hut
1962,Parks Peak Hut to Yeomans Track,Tramping Track,4.066666666666666,7.34, 176.250541, -39.678368,parks-peak-hut-to-yeomans-track
1963,Parmeters Track,Walking Track,1.0333333333333334,0.41, 173.958765, -35.220367,parmeters-track
1964,Parsons Creek Track,Tramping Track,1.0333333333333334,0.49, 169.819098, -44.249609,parsons-creek-track
1965,Paske Route,Route,3.066666666666667,7.29, 172.815834, -42.076047,paske-route
1966,Pass Creek Track,Tramping Track,13.066666666666666,2.62, 168.126108, -44.794320,pass-creek-track
1967,Pataua Track,Walking Track,1.0166666666666666,0.5, 174.529430, -35.717510,pataua-track
1968,Patea Loop Track,Walking Track,1.0333333333333334,2.47, 174.122386, -39.306886,patea-loop-track
1969,Paton Stream Dam Ttrack,Tramping Track,2.9166666666666665,4.81, 175.728731, -37.111173,paton-stream-dam-ttrack
1970,Pauanui Beach Loop Short Walk,Short Walk,1.0333333333333334,0.4, 175.873962, -37.028403,pauanui-beach-loop-short-walk
1971,Pauanui to Flat Rock Short Walk,Short Walk,1.1,0.55, 175.878780, -37.027963,pauanui-to-flat-rock-short-walk
1972,Pauanui Trig Track,Tramping Track,2.75,4.03, 175.873875, -37.035182,pauanui-trig-track
1973,Pauatahanui Wildlife Area Walk,Walking Track,0.08333333333333333,0.24, 174.914259, -41.104951,pauatahanui-wildlife-area-walk
1974,Pavillion Peak Track,Tramping Track,8.283333333333333,17.41, 169.678622, -44.505530,pavillion-peak-track
1975,Paynes Ford Climbers Track 5,Tramping Track,0.15,0.17, 172.810401, -40.890465,paynes-ford-climbers-track-5
1976,Paynes Ford Tramline Track,Walking Track,4.116666666666666,1.96, 172.810693, -40.883029,paynes-ford-tramline-track
1977,Peach Cove Track,Walking Track,13.05,2.96, 174.567119, -35.858143,peach-cove-track
1978,Peach Tree Track,Tramping Track,15.083333333333334,3.36, 175.434610, -36.210592,peach-tree-track
1979,Peak Hill Track,Tramping Track,22.0,3.48, 171.491610, -43.317707,peak-hill-track
